"","ID","Drug","MOSE","M378","SpecificToMOSE","SpecificToM378"
"1603","N2525","Cyanidin Chloride",1.078715815,1.187588152,"Not Specific","Not Specific"
"1604","N2577","Trigonelline Hydrochloride",1.17764566,1.289139633,"Not Specific","Not Specific"
"1605","N2660","Alantolactone",1.166230678,1.039492243,"Not Specific","Not Specific"
"1606","N2759","Carnosic acid",1.151010702,1.267983075,"Not Specific","Not Specific"
"1607","N2808","Cordycepin",0.884661118,1.22425952,"Not Specific","Not Specific"
"1608","N2386","Monotropein",0.951248514,0.894217207,"Not Specific","Not Specific"
"1609","N2418","Linalool",0.974078478,0.98448519,"Not Specific","Not Specific"
"1610","N2449","6-Shogaol",0.867538644,1.080394922,"Not Specific","Not Specific"
"1611","N2481","Punicalin",0.962663496,0.978843441,"Not Specific","Not Specific"
"1612","N2535","Diosimin",0.875148633,1.184767278,"Not Specific","Not Specific"
"1613","N2584","Bilirubin",1.139595719,1.009873061,"Not Specific","Not Specific"
"1614","N2702","Chitosamine hydrochloride",1.048275862,1.070521862,"Not Specific","Not Specific"
"1615","N2763","Demethylzeylasteral",0.837098692,0.799717913,"Not Specific","Not Specific"
"1616","N2816","Lobetyolin",1.099643282,1.133991537,"Not Specific","Not Specific"
"1617","N2399","Arctigenin",0.871343639,0.853314528,"Not Specific","Not Specific"
"1618","N2419","Phellodendrine",0.936028537,1.056417489,"Not Specific","Not Specific"
"1619","N2452","Zingerone",1.025445898,1.258110014,"Not Specific","Not Specific"
"1620","N2485","Sipeimine",1.040665874,1.053596615,"Not Specific","Not Specific"
"1621","N2542","Praeruptorin B",1.012128419,1.231311707,"Not Specific","Not Specific"
"1622","N2586","Aurantio-obtusin",1.118668252,1.033850494,"Not Specific","Not Specific"
"1623","N2703","Nicotine",0.858026159,1.296191819,"Not Specific","Not Specific"
"1624","N2771","Cepharanthine",0.787633769,0.709449929,"Not Specific","Not Specific"
"1625","N2818","Polyphyllin VII",0.355766944,0.507757405,"Not Specific","Not Specific"
"1626","N2400","Norisoboldine",0.964565993,0.794076164,"Not Specific","Not Specific"
"1627","N2421","Griffonilide",1.067300832,0.995768688,"Not Specific","Not Specific"
"1628","N2453","Epiberberine",0.996908442,1.117066291,"Not Specific","Not Specific"
"1629","N2487","Fisetin",0.799048751,1.100141044,"Not Specific","Not Specific"
"1630","N2558","Sclareol",0.852318668,0.980253879,"Not Specific","Not Specific"
"1631","N2588","Momordin Ic",0.719143876,1.119887165,"Specific","Not Specific"
"1632","N2706","Synephrine",0.964565993,1.25528914,"Not Specific","Not Specific"
"1633","N2772","Roburic acid",1.128180737,1.245416079,"Not Specific","Not Specific"
"1634","P10002","4-Aminobutyric acid",1.012128419,1.218617772,"Not Specific","Not Specific"
"1635","N2403","Complanatoside",1.381212842,0.966149506,"Not Specific","Not Specific"
"1636","N2424","Columbianadin",1.255648038,1,"Not Specific","Not Specific"
"1637","N2456","Palmitic acid",0.913198573,0.963328632,"Not Specific","Not Specific"
"1638","N2491","Aloin",1.012128419,1.05077574,"Not Specific","Not Specific"
"1639","N2561","Spinosin",0.960760999,1.062059238,"Not Specific","Not Specific"
"1640","N2589","α-Cyperone",1.164328181,1.09167842,"Not Specific","Not Specific"
"1641","N2728","Lipoic acid",1.078715815,1.014104372,"Not Specific","Not Specific"
"1642","N2781","Corilagin",1.118668252,1.094499295,"Not Specific","Not Specific"
"1643","P10075","Imipenem",1.090130797,1.125528914,"Not Specific","Not Specific"
"1644","N2406","Liensinine",1.071105826,0.977433004,"Not Specific","Not Specific"
"1645","N2425","Dipsacoside B",1.029250892,1.007052186,"Not Specific","Not Specific"
"1646","N2466","3,4-Dihydroxybenzoic acid",0.953151011,0.915373766,"Not Specific","Not Specific"
"1647","N2505","Scopolamine butylbromide",1.103448276,0.932299013,"Not Specific","Not Specific"
"1648","N2570","Scopolamine hydrobromide",1.12627824,0.966149506,"Not Specific","Not Specific"
"1649","N2590","α-mangostin",1.067300832,0.858956276,"Not Specific","Not Specific"
"1650","N2730","Chondroitin sulfate",1.112960761,1.033850494,"Not Specific","Not Specific"
"1651","N2787","Cucurbitacin B",0.650653983,0.613540197,"Not Specific","Not Specific"
